tender_id,name,organization,location,submission_deadline,initiation_date,details_url,original_source_url,original_source_type,found_in_section
397635-2025,Poland – Enzymes – Preparat enzymatyczny z zawartością ksylanazy,"Instytut Zootechniki - Państwowy Instytut Badawczy 31-047 Kraków, ul. Sarego 2 Zakład Doświadczalny Pawłowice",Poland,2025-07-22 09:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397635-2025,https://ezamowienia.gov.pl,ezamowienia,General links
397625-2025,"Poland – Laboratory reagents – Zakup i dostawa odczynników do biochemii, immunochemii i analityki ogólnej, w tym szybkich testów diagnostycznych wraz z dzierżawą analizatorów na okres 36 m-cy dla potrzeb Laboratorium Analityki Medycznej-1",Samodzielny Publiczny Zakład Opieki Zdrowotnej w Myślenicach,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/397625-2025,https://platformazakupowa.pl/pn/szpitalmyslenice,platformazakupowa,General links
398031-2025,Poland – Software package and information systems – Dostawa oprogramowania do analizy kryminalnej wraz z gwarancją producenta na okres 12 miesięcy,Centrum Informatyki Resortu Finansów,Poland,,2025-06-19,https://ted.europa.eu/en/notice/-/detail/398031-2025,https://portal.smartpzp.pl/cirf,smartpzp,General links
398577-2025,Poland – Security software package – Dostawa i wdrożenie systemu ochrony typu DNS (Domain Name System),Centrum e-Zdrowia,Poland,2025-07-04 13:00,2025-06-19,https://ted.europa.eu/en/notice/-/detail/398577-2025,https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-ef82488b-6378-4601-a3a0-23f4fe4aef30,ezamowienia,General links
393847-2025,"Poland – Medical equipments – ,,Zakup sprzętu medycznego na potrzeby świadczeń onkologicznych”",Szpital Powiatowy im. Tadeusza Malińskiego w Śremie sp. z o. o.,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393847-2025,https://ezamowienia.gov.pl/mp-client/tenders/ocds-148610-b731d57a-b816-4c95-9ca4-7142480874ff,ezamowienia,General links
393867-2025,Poland – Gas chromatographs – Zakup i dostawa do laboratoriów GIOŚ zestawu chromatografu gazowego ze spektrometrem mas (GC MS-MS),Główny Inspektorat Ochrony Środowiska,Poland,2025-06-27 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393867-2025,https://zamowienia-gios.ezamawiajacy.pl,ezamawiajacy,General links
393863-2025,Poland – Hire of buses and coaches with driver – Transport pracowników Poczty Polskiej S.A na trasie WER Lisi Ogon -Dworzec Główny PKP -WER Lisi Ogon”,Poczta Polska Spółka Akcyjna,Poland,2025-07-17 12:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393863-2025,https://portal.smartpzp.pl/poczta-polska/public/postepowanie?postepowanie=80415581,smartpzp,General links
393841-2025,"Poland – Ultrasonic unit – Zakup, dostawę, montaż sprzętu i aparatury medycznej w ramach realizacji zadania pod nazwą „Zakup niezbędnego sprzętu i aparatury medycznej dla Mazowieckiego Szpitala Specjalistycznego im. dr. Józefa Psarskiego w Ostrołęce”.",Mazowiecki Szpital Specjalistyczny im. dr. Józefa Psarskiego w Ostrołęce,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393841-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
393761-2025,"Poland – Clothing, footwear, luggage articles and accessories – SVA/4620-47/2025: Zakup odzieży, obuwia oraz środków ochrony indywidualnej i zbiorowej",AMW SINEVIA Sp. z o.o.,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393761-2025,https://amwsinevia.eb2b.com.pl,eb2b,General links
393808-2025,"Poland – Sewage, refuse, cleaning and environmental services – Odbiór i zagospodarowanie stałych odpadów komunalnych z terenu Gminy Wielgie odbieranych od właścicieli nieruchomości zamieszkałych przez mieszkańców",Gmina Wielgie,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393808-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
393871-2025,Poland – Repair and maintenance services of medical and precision equipment – Przegląd sprzętu i aparatury medycznej przez okres 3 lat,GÓRNOŚLĄSKIE CENTRUM ZDROWIA DZIECKA im. św. JANA PAWŁA II Samodzielny Publiczny Szpital Kliniczny Nr 6 Śląskiego Uniwersytetu Medycznego w Katowicach,Poland,2025-07-30 09:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393871-2025,https://gczd.ezamawiajacy.pl,ezamawiajacy,General links
393751-2025,Poland – Miscellaneous food products and dried goods – Dostawa artykułów żywnościowych do USK-1 w Szczecinie,Uniwersytecki Szpital Kliniczny nr 1 im. prof. Tadeusza Sokołowskiego PUM w Szczecinie,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393751-2025,https://portal.smartpzp.pl/spsk1szczecin/public/postepowanie?postepowanie=76817340,smartpzp,General links
393954-2025,Poland – Pharmaceutical products – Dostawa szwów chirurgicznych,Górnośląskie Centrum Medyczne im. prof. Leszka Gieca Śląskiego Uniwersytetu Medycznego w Katowicach,Poland,2025-07-03 12:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393954-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
393973-2025,"Poland – Medical equipments – ,,Zakup sprzętu medycznego na potrzeby świadczeń onkologicznych”",Szpital Powiatowy im. Tadeusza Malińskiego w Śremie sp. z o. o.,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393973-2025,https://ezamowienia.gov.pl/mp-client/tenders/ocds-148610-b731d57a-b816-4c95-9ca4-7142480874ff,ezamowienia,General links
394273-2025,Poland – Reagents for electrophoresis – PN 48/25 - Dzierżawa zintegrowanych systemów biochemiczno-immunochemicznych wraz z dostawą odczynników,Wojewódzki Szpital Specjalistyczny im. J. Gromkowskiego,Poland,2025-07-07 09:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394273-2025,https://platformazakupowa.pl/pn/szpital_gromkowskiego,platformazakupowa,General links
394264-2025,"Poland – Drinking water – Dzierżawa filtrująco-dozujących dystrybutorów wody podłączonych do ciągów wodnych oraz dostawa papierowych kubków jednorazowych, na potrzeby Narodowego Instytutu Kardiologii Stefana kardynała Wyszyńskiego - Państwowego Instytutu Badawczego",Narodowy Instytut Kardiologii Stefana Kardynała Wyszyńskiego - Państwowy Instytut Badawczy,Poland,2025-07-21 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394264-2025,https://ikard.ezamawiajacy.pl/react/my-procedure/1/201070,ezamawiajacy,General links
394274-2025,Poland – Transformers – Dostawy transformatorów rozdzielczych SN/nN w 2025 i 2026 roku na potrzeby Oddziałów PGE Dystrybucja S.A.,PGE Dystrybucja S.A.,Poland,2025-07-21 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394274-2025,https://swpp2.gkpge.pl,pge,General links
394335-2025,Poland – Orthopaedic implants – IMPLANTY ORTOPEDYCZNE W FORMIE BANKU IMPLANTÓW: DO ZABIEGÓW OPERACYJNYCH PROTEZY PIERWOTNEJ STAWU BIODROWEGO Z DZIERŻAWĄ INSTRUMENTARIUM DLA BLOKU OPERACYJNEGO Z CENTRALNĄ STERYLIZATORNIĄ W ZESPOLE OPIEKI ZDROWOTNEJ W DĘBICY,Zespół Opieki Zdrowotnej w Dębicy,Poland,2025-07-03 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394335-2025,https://zoz-debica.ezamawiajacy.pl,ezamawiajacy,General links
394358-2025,Poland – Pipeline-design services – Opracowanie projektu dla budowy sieci wodociągowej na terenie osiedla Winiary w Poznaniu,AQUANET S.A.,Poland,2025-07-30 09:30,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394358-2025,https://aquanet.ezamawiajacy.pl/pn/aquanet/demand/216838/notice/public/details,ezamawiajacy,General links
394391-2025,"Poland – Disposable non-chemical medical consumables and haematological consumables – Sukcesywne dostawy materiałów do rozdozowania oraz innych materiałów zużywalnych dla Narodowego Instytutu Onkologii im. Marii Skłodowskiej – Curie - Państwowego Instytutu Badawczego, Oddziału w Gliwicach",Narodowy Instytut Onkologii im. Marii Skłodowskiej-Curie - Państwowy Instytut Badawczy Oddział w Gliwicach,Poland,2025-06-30 09:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394391-2025,https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-f0ee7b01-7855-4f8c-9b48-123ab3b95480,ezamowienia,General links
394599-2025,"Poland – Building-cleaning services – Prace czyścicielskie na obiektach produkcyjnych w KOGENERACJI S.A. w zakresie: Część 1 - utrzymanie czystości powierzchni płaskich na obiektach produkcji oraz utrzymanie terenów zielonych; Część 2 - utrzymanie czystości urządzeń i budowli na obiektach produkcji w obrębie kotłowni, maszynowni i innych obiektów produkcyjnych.",Zespół Elektrociepłowni Wrocławskich KOGENERACJA S.A.,Poland,2025-07-18 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394599-2025,https://swpp2.gkpge.pl/app/demand/notice/public/current/list?USER_MENU_HOVER=currentNoticeList,pge,General links
394574-2025,Poland – Repair and maintenance services of medical and surgical equipment – Przeglądy okresowe i naprawy aparatów RTG,10 Wojskowy Szpital Kliniczny z Polikliniką Samodzielny Publiczny Zakład Opieki Zdrowotnej,Poland,2025-06-26 08:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394574-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
394548-2025,Poland – Repair and maintenance services of cooler groups – Konserwacja i serwis urządzeń klimatyzacyjnych i chłodniczych oraz agregatów chłodniczych i wody lodowej w budynkach USK - 1 zadanie,UNIWERSYTECKI SZPITAL KLINICZNY IM JANA MIKULICZA - RADECKIEGO WE WROCŁAWIU,Poland,2025-07-18 12:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394548-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
394594-2025,Poland – Teaching supplies – Dostawa zestawów edukacyjnych narzędzi informatycznych dla szkół – sprzętu specjalistycznego w ramach Projektu „Cyfrowa Szkoła Wielkopolsk@ 2030”,Ośrodek Doskonalenia Nauczycieli w Poznaniu,Poland,2025-07-17 11:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394594-2025,https://ezamowienia.gov.pl,ezamowienia,General links
394713-2025,Poland – Pharmaceutical products – Dostawa produktów leczniczych - 2 zadania,Uniwersytecki Szpital Dziecięcy w Krakowie,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394713-2025,https://usdk.eb2b.com.pl,eb2b,General links
394777-2025,Poland – Pharmaceutical products – Postępowanie o udzielenie zamówienia publicznego prowadzonego w trybie z wolnej ręki na dostawę leku Peginterferon alfa,Uniwersytecki Szpital Dziecięcy w Lublinie,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394777-2025,https://uszd-lublin.eb2b.com.pl,eb2b,General links
394972-2025,Poland – Surgical implants – Dostawy wyrobów medycznych niezbędnych do wykonywania zabiegów chirurgii szczękowej,Dolnośląski Szpital Specjalistyczny im. T.Marciniaka Centrum Medycyny Ratunkowej,Poland,2025-07-21 09:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394972-2025,https://platformazakupowa.pl/pn/szpital_marciniak,platformazakupowa,General links
394971-2025,"Poland – Horticultural services – Inwentaryzacja, pielęgnacja, utrzymanie i nadzór nad zielenią na terenach Zakładu Centralnego (ZCE)",Miejskie Przedsiębiorstwo Wodociągów i Kanalizacji w m. st. Warszawie S.A.,Poland,2025-07-18 11:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394971-2025,https://mpwik-waw.eb2b.com.pl,eb2b,General links
395096-2025,Poland – Medical consumables – Dostawa wyrobów medycznych dla Kliniki Anestezjologii,Uniwersytecki Szpital Kliniczny Nr 1 w Lublinie,Poland,2025-07-04 08:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/395096-2025,https://spsk1.ezamawiajacy.pl,ezamawiajacy,General links
395131-2025,Poland – Miscellaneous medical devices and products – Dostawa pozostałych materiałów medycznych,Górnośląskie Centrum Medyczne im. prof. Leszka Gieca Śląskiego Uniwersytetu Medycznego w Katowicach,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/395131-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
395133-2025,"Poland – Solar photovoltaic modules – Zaprojektowanie, a następnie wykonanie dostawy z montażem magazynów energii dla instalacji fotowoltaicznych w 100 domach mieszkalnych i 3 obiektach użyteczności publicznej na terenie Powiatu Suskiego w ramach Programu zwiększenia wykorzystania odnawialnych źródeł energii i poprawy jakości środowiska w obrębie obszarów NATURA 2000… - etap V Magazyny energii",Powiat Suski,Poland,2025-07-18 11:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/395133-2025,https://ezamowienia.gov.pl,ezamowienia,General links
395238-2025,"Poland – Medical consumables – „Dostawa drobnego asortymentu medycznego (dreny, strzykawki, zgłębniki…) na potrzeby COZL”",Centrum Onkologii Ziemi Lubelskiej im. św. Jana z Dukli,Poland,2025-07-03 09:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/395238-2025,https://platformazakupowa.pl/transakcja/1107725,platformazakupowa,General links
395252-2025,"Poland – Furniture (incl. office furniture), furnishings, domestic appliances (excl. lighting) and cleaning products – Zakup i dostawa mebli na potrzeby Domu Studenckiego Politechniki Warszawskiej „Pineska”",Politechnika Warszawska,Poland,2025-06-30 11:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/395252-2025,https://platformazakupowa.pl/transakcja/1113223,platformazakupowa,General links
392534-2025,Poland – Disposable non-chemical medical consumables and haematological consumables – Dostawa materiałów zużywalnych dla Pracowni Elektrofizjologii,Szpital Grochowski im. dr med. Rafała Masztaka spółka z ograniczoną odpowiedzialnością,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392534-2025,https://szpitalgrochowski.ezamawiajacy.pl,ezamawiajacy,General links
392554-2025,Poland – Banking and investment services – Obsługa bankowa Narodowego Instytutu Onkologii im. Marii Skłodowskiej-Curie – Państwowego Instytutu Badawczego z siedzibą w Warszawie oraz Narodowego Instytutu Onkologii im. Marii Skłodowskiej-Curie – Państwowego Instytutu Badawczego Oddział w Krakowie,Narodowy Instytut Onkologii im. Marii Skłodowskiej-Curie - Państwowy Instytut Badawczy,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392554-2025,https://nio.ezamawiajacy.pl/pn/NIO/demand/204661/notice/public/details,ezamawiajacy,General links
392707-2025,Poland – Planting and maintenance services of green areas – „Usługi związane z kompleksowym utrzymaniem cieków i urządzeń wodnych na terenie działalności Zarządu Zlewni w Krośnie”.,Państwowe Gospodarstwo Wodne Wody Polskie,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392707-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
392735-2025,Poland – Parts of locomotives or rolling stock – Dostawa dwóch sztuk kompletnych powerpacków do pojazdów typu 223M serii SA139 spółki Koleje Dolnośląskie S.A.,Koleje Dolnośląskie S.A.,Poland,2025-07-14 12:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392735-2025,https://kd.eb2b.com.pl,eb2b,General links
392923-2025,"Poland – Construction work – Zaprojektowanie i wykonanie robót budowlanych polegających na przebudowie i adaptacji wraz z rozbiórką i wykonaniem niezbędnej infrastruktury towarzyszącej budynku H7 (…) – Zadanie A oraz wykonanie robót budowlanych polegających na budowie, przebudowie, rozbudowie wraz z rozbiórką i infrastrukturą towarzyszącą budynków H3 i H4 Fabryki Pełnej Życia w Dąbrowie Górniczej (…) – Zadanie B.",Fabryka Pełna Życia Sp. z o.o.,Poland,2025-07-02 09:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392923-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
393033-2025,Poland – Fire station construction work – Budowa nowej siedziby JRG na terenie dzielnicy Wawer.,Komenda Wojewódzka Państwowej Straży Pożarnej w Warszawie,Poland,2025-07-09 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393033-2025,https://platformazakupowa.pl/pn/straz,platformazakupowa,General links
393051-2025,"Poland – Medical equipments – Zakup aparatury i sprzętu medycznego na potrzeby Centrum Diagnostyki i Leczenia Chorób Nowotworowych Skóry w ramach projektu pn.: „HEALTH BRIDGES: Establishment of a cross-border telemedicine diagnostics and therapeutic platform for doctors and patients” realizowanego w ramach Programu Interreg NEXT Polska – Ukraina 2021-2027, nr PLUA.02.01-IP.01-0119/23 Nr postępowania: EO/TA 2722/IX/25",Uniwersytecki Szpital Kliniczny Nr 1 w Lublinie,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393051-2025,https://spsk1.ezamawiajacy.pl,ezamawiajacy,General links
393043-2025,"Poland – Photographic equipment – Dostawa zestawów edukacyjnych narzędzi informatycznych dla szkół – sprzętu audio, video, oświetleniowego w ramach Projektu „Cyfrowa Szkoła Wielkopolsk@ 2030”",Ośrodek Doskonalenia Nauczycieli w Poznaniu,Poland,2025-07-17 11:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393043-2025,https://ezamowienia.gov.pl,ezamowienia,General links
393160-2025,Poland – Pharmaceutical products – Dostawa płynów infuzyjnych,Uniwersytecki Szpital Kliniczny w Białymstoku,Poland,2025-07-21 13:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393160-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
393073-2025,Poland – Specialist vehicles – Zakup wraz z dostawą pojazdów służbowych dla potrzeb techników kryminalistyki garnizonu mazowieckiego - 5 sztuk.,Komenda Wojewódzka Policji z siedzibą w Radomiu,Poland,2025-07-23 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393073-2025,https://platformazakupowa.pl/pn/kwp_radom,platformazakupowa,General links
392776-2025,"Poland – Research, testing and scientific technical simulator – Dostawa wyposażenia do pracowni dla opieki medycznej, asystentka stomatologiczna i higienistka stomatologiczna w ramach projektu „Zawodowa Małopolska”",Małopolski Zespół Jednostek Edukacyjnych,Poland,2025-07-17 14:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392776-2025,https://ezamowienia.gov.pl/mp-client/tenders/ocds-148610-fc3e8cfa-0dc8-4419-bd4b-da973f7f33ce,ezamowienia,General links
393263-2025,Poland – Medical equipments – Dostawa sprzętu medycznego w ramach programu „Zwiększenie efektywności ratownictwa medycznego świadczonego przez SOR przy SPZZOZ w Gryficach - część V”,SAMODZIELNY PUBLICZNY ZESPÓŁ ZAKŁADÓW OPIEKI ZDROWOTNEJ W GRYFICACH,Poland,2025-07-18 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393263-2025,https://platformazakupowa.pl/pn/medicam,platformazakupowa,General links
393320-2025,Poland – Snow-clearing services – Zimowe utrzymanie dróg powiatowych i dróg wojewódzkich zarządzanych i powierzonych do utrzymania PZD Pszczyna w sezonie 2025/2026,Powiatowy Zarząd Dróg w Pszczynie,Poland,2025-07-24 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393320-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
393501-2025,"Poland – Laboratory reagents – Dostawa odczynników do oznaczania leków, odczynników do oznaczeń parametrów biochemicznych i immunochemicznych wraz z dzierżawą analizatorów podstawowych i zapasowego dla UCKWUM na okres 36 miesięcy",Uniwersyteckie Centrum Kliniczne Warszawskiego Uniwersytetu Medycznego,Poland,2025-07-04 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393501-2025,https://uckwum.ezamawiajacy.pl,ezamawiajacy,General links
393578-2025,Poland – Pharmaceutical products – Dostawa produktów leczniczych immunoglobuliny stosowane w ramach programu lekowego B.67 oraz poza programem lekowym w schorzeniach neurologicznych i reumatycznych,Wielospecjalistyczny Szpital Miejski im.J.Strusia z Zakładem Opiekuńczo- Leczniczym SP ZOZ,Poland,2025-07-04 09:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393578-2025,https://ezamowienia.gov.pl/pl,ezamowienia,General links
393411-2025,"Poland – Electronic, electromechanical and electrotechnical supplies – SYSTEM DO BADANIA ODPORNOŚCI NA PRZEWODZONE I PROMIENIOWANE POLE ELEKTROMAGNETYCZNE",Instytut Badań i Rozwoju Motoryzacji BOSMAL Sp. z o.o.,Poland,2025-07-08 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393411-2025,https://platformazakupowa.pl/pn/bosmal,platformazakupowa,General links
393441-2025,Poland – Research consultancy services – Przeprowadzenie badania pn. „Diagnoza potrzeb osób z niepełnosprawnością na Mazowszu” wraz z opracowaniem raportu.,Mazowieckie Centrum Polityki Społecznej,Poland,2025-07-18 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393441-2025,https://platformazakupowa.pl,platformazakupowa,General links
394531-2025,"Poland – News-agency services – Prowadzenie polityki informacyjnej na rzecz mieszkańców Katowic, wspieranie i upowszechnianie idei samorządowej oraz usprawnianie komunikacji społecznej pomiędzy mieszkańcami, organami samorządu i przedsiębiorstwami komunalnymi, a także monitoringu rynku, na którym funkcjonują Zamawiający",Katowickie Inwestycje S.A.,"Poland, Poland, Poland, Poland, Poland",,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394531-2025,https://kisakatowice.ezamawiajacy.pl,ezamawiajacy,General links
394534-2025,Poland – Special footwear – Dostawa przedmiotów umundurowania i wyekwipowania - buty specjalne zimowe WS oraz buty trackingowe,3 Regionalna Baza Logistyczna,Poland,2025-07-01 08:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394534-2025,https://platformazakupowa.pl/transakcja/1110640,platformazakupowa,General links
392329-2025,Poland – Medical consumables – Sukcesywne dostawy wyrobów medycznych,Samodzielny Publiczny Zakład Opieki Zdrowotnej w Wieluniu,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392329-2025,https://platformazakupowa.pl/pn/szpital_wielun,platformazakupowa,General links
392355-2025,"Poland – Construction work for pipelines, communication and power lines – Budowa systemów bezpieczeństwa energetycznego na terenie Akademii Marynarki Wojennej w Gdyni",Akademia Marynarki Wojennej im. Bohaterów Westerplatte,Poland,2025-07-10 09:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392355-2025,https://platformazakupowa.pl/transakcja/1119687,platformazakupowa,General links
392379-2025,"Poland – Road transport services – Dowożenie dzieci, uczniów i młodzieży z terenu Gminy Raciąż do szkół podstawowych i placówek oświatowych w roku szkolnym 2025/2026.",Gmina Raciąż,Poland,2025-07-07 12:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392379-2025,https://gminaraciaz.ezamawiajacy.pl,ezamawiajacy,General links
392318-2025,Poland – Refuse and waste related services – Odbiór i zagospodarowanie odpadów o kodzie 19 12 04 z Z/I w Gotartowie / 2025,"""EKO-REGION"" sp. z o. o.",Poland,2025-07-24 11:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392318-2025,https://platformazakupowa.pl/pn/eko-region,platformazakupowa,General links
392488-2025,Poland – Emergency power supplies – Dostawa i uruchomienie zasilaczy UPS oraz agregatów prądotwórczych wraz z niezbędną modernizacją instalacji elektrycznej,Gmina Komorniki,Poland,2025-07-09 12:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392488-2025,https://platformazakupowa.pl/transakcja/1115642,platformazakupowa,General links
392864-2025,Poland – Educational equipment – Doposażenie specjalistycznych pracowni dydaktycznych w Zespole Szkół Elektryczno-Elektronicznych im. M. T. Hubera w Szczecinie,GMINA MIASTO SZCZECIN Biuro ds. Zamówień Publicznych Urzędu Miasta Szczecin,Poland,2025-07-17 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392864-2025,https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-72067029-c731-4332-94ed-2108fe1ab4db,ezamowienia,General links
392867-2025,Poland – Medical consumables – Zakup i Dostawy czujników saturacji jednorazowego oraz wielokrotnego użytku wraz z dzierżawą urządzeń do monitorowania,Kliniczny Szpital Wojewódzki nr 2 im. Św. Jadwigi Królowej w Rzeszowie,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392867-2025,https://portal.smartpzp.pl/pcmrzeszow,smartpzp,General links
392966-2025,"Poland – Architectural design services – Tr. Św. Wojciecha 273,Zagórna 5-Opracowanie dokumentacji wielobranżowych, projektowo-kosztorysowych termomodernizacji (w tym docieplenia), renowacji (remontu) przebudowy i zmiany sposobu użytkowania.",Gdańskie Nieruchomości,Poland,2025-07-22 12:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392966-2025,https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-0a543a62-e54a-447f-9673-ca1587448030,ezamowienia,General links
392946-2025,Poland – Medicinal products for the blood and blood-forming organs – Koncentrat FIBRYNOGENU wraz z dostawą do Regionalnych Centrów Krwiodawstwa i Krwiolecznictwa; znak postępowania: ZZP.ZP.411.70.2025 części: 1÷3,Narodowe Centrum Krwi,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392946-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
392830-2025,Poland – Security services – Serwis oprogramowania,Górnośląskie Centrum Medyczne im. prof. Leszka Gieca Śląskiego Uniwersytetu Medycznego w Katowicach,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392830-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
393126-2025,Poland – Building-cleaning services – Kompleksowe utrzymanie czystości w pomieszczeniach budynku nr 20 i 25 oraz obsługą szatni w budynku nr 20 Wydziału Nauk Społecznych przy ul. Koszarowej 3 we Wrocławiu.,Uniwersytet Wrocławski,Poland,2025-07-23 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393126-2025,https://platformazakupowa.pl/pn/uniwersytet_wroclawski/proceedings,platformazakupowa,General links
394017-2025,Poland – Pharmaceutical products – Dostawa leków,Górnośląskie Centrum Medyczne im. prof. Leszka Gieca Śląskiego Uniwersytetu Medycznego w Katowicach,Poland,2025-07-02 12:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394017-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
394032-2025,Poland – Medical consumables – (DFP.271.119.2025.PS) Dostawa materiałów do zespoleń ortopedyczno-urazowych,SZPITAL UNIWERSYTECKI W KRAKOWIE,Poland,2025-07-18 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394032-2025,https://platformazakupowa.pl/transakcja/1124826,platformazakupowa,General links
394218-2025,Poland – Construction work – Zaprojektowanie i wykonanie robót budowlanych na odcinku Gdynia Chylonia – Lębork linii kolejowej nr 202 w ramach projektu pn.:„Prace na linii kolejowej nr 202 na odcinku Gdynia Chylonia – Słupsk” - Faza II.,PKP Polskie Linie Kolejowe S.A.,Poland,2025-06-30 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394218-2025,https://platformazakupowa.plk-sa.pl,platformazakupowa,Warunki udzielenia zamówienia
394221-2025,Poland – Medical equipments – Postępowanie o udzielenie zamówienia publicznego o wartości powyżej 10 000 000 euro na dostawę systemu do liposukcji i infiltracji dla Wojewódzkiego Wielospecjalistycznego Centrum Onkologii i Traumatologii im. M. Kopernika w Łodzi.,Wojewódzkie Wielospecjalistyczne Centrum Onkologii i Traumatologii im. M. Kopernika w Łodzi,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394221-2025,https://ezamowienia.gov.pl,ezamowienia,General links
